Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Performance % of Peak,Bandwidth % of Peak,Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_matrix_add,32,8,256,4096,2,16.0000,128.0000,4.5865,55.0379,43.00,43.00,0.0833,1786.1150,8192000,98304000
l1_matrix_add,32,8,512,4096,2,16.0000,128.0000,4.9138,58.9660,46.07,46.07,0.0833,1667.1310,8192000,98304000
l1_matrix_add,32,8,1024,4096,2,16.0000,128.0000,5.5124,66.1483,51.68,51.68,0.0833,1486.1150,8192000,98304000
l1_matrix_add,32,8,2048,4096,2,16.0000,128.0000,5.6687,68.0240,53.14,53.14,0.0833,1445.1370,8192000,98304000
l1_matrix_add,32,8,256,4096,4,16.0000,128.0000,4.6060,55.2716,43.18,43.18,0.0833,3557.1220,16384000,196608000
l1_matrix_add,32,8,512,4096,4,16.0000,128.0000,4.9541,59.4498,46.45,46.45,0.0833,3307.1270,16384000,196608000
l1_matrix_add,32,8,1024,4096,4,16.0000,128.0000,5.5593,66.7118,52.12,52.12,0.0833,2947.1240,16384000,196608000
l1_matrix_add,32,8,2048,4096,4,16.0000,128.0000,5.7224,68.6688,53.65,53.65,0.0833,2863.1330,16384000,196608000
l1_matrix_add,32,8,256,4096,8,16.0000,128.0000,4.6295,55.5537,43.40,43.40,0.0833,7078.1190,32768000,393216000
l1_matrix_add,32,8,512,4096,8,16.0000,128.0000,5.0019,60.0226,46.89,46.89,0.0833,6551.1320,32768000,393216000
l1_matrix_add,32,8,1024,4096,8,16.0000,128.0000,5.4658,65.5893,51.24,51.24,0.0833,5995.1260,32768000,393216000
l1_matrix_add,32,8,2048,4096,8,16.0000,128.0000,5.7618,69.1413,54.02,54.02,0.0833,5687.1350,32768000,393216000
l1_matrix_add,32,8,256,8192,2,16.0000,128.0000,4.6307,55.5686,43.41,43.41,0.0833,3538.1150,16384000,196608000
l1_matrix_add,32,8,512,8192,2,16.0000,128.0000,4.9662,59.5939,46.56,46.56,0.0833,3299.1310,16384000,196608000
l1_matrix_add,32,8,1024,8192,2,16.0000,128.0000,5.4484,65.3807,51.08,51.08,0.0833,3007.1260,16384000,196608000
l1_matrix_add,32,8,2048,8192,2,16.0000,128.0000,5.7364,68.8370,53.78,53.78,0.0833,2856.1380,16384000,196608000
l1_matrix_add,32,8,4096,8192,2,16.0000,128.0000,5.8763,70.5158,55.09,55.09,0.0833,2788.1410,16384000,196608000
l1_matrix_add,32,8,256,8192,4,16.0000,128.0000,4.6406,55.6875,43.51,43.51,0.0833,7061.1220,32768000,393216000
l1_matrix_add,32,8,512,8192,4,16.0000,128.0000,4.9867,59.8400,46.75,46.75,0.0833,6571.1270,32768000,393216000
l1_matrix_add,32,8,1024,8192,4,16.0000,128.0000,5.4658,65.5893,51.24,51.24,0.0833,5995.1230,32768000,393216000
l1_matrix_add,32,8,2048,8192,4,16.0000,128.0000,5.7618,69.1413,54.02,54.02,0.0833,5687.1350,32768000,393216000
l1_matrix_add,32,8,4096,8192,4,16.0000,128.0000,5.8934,70.7205,55.25,55.25,0.0833,5560.1380,32768000,393216000
l1_matrix_add,32,8,256,16384,2,16.0000,128.0000,4.6531,55.8378,43.62,43.62,0.0833,7042.1150,32768000,393216000
l1_matrix_add,32,8,512,16384,2,16.0000,128.0000,5.0810,60.9719,47.63,47.63,0.0833,6449.1310,32768000,393216000
l1_matrix_add,32,8,1024,16384,2,16.0000,128.0000,5.4767,65.7208,51.34,51.34,0.0833,5983.1260,32768000,393216000
l1_matrix_add,32,8,2048,16384,2,16.0000,128.0000,5.7923,69.5080,54.30,54.30,0.0833,5657.1370,32768000,393216000
l1_matrix_add,32,8,4096,16384,2,16.0000,128.0000,5.9393,71.2719,55.68,55.68,0.0833,5517.1270,32768000,393216000
